prefecture,CITY,SCHOOL NAME,ENTRANCE MONTH,ADDRESS,TEL,URL,EMAIL
Tochigi,Maebashi,NIPPON Language Academy,4・7・10・1,"2-5-10 Ohtemachi, Maebashi-shi, Gunma 371-0026",+81-27-243-2222,http://www.nila.jp,info@nila.jp
Tochigi,Maebashi,Fuji Language School,4・10,"4-2-1 Soja-machi, Maebashi-shi, Gunma 371-0853",+81-27-289-8600,http://www.fuji-ko.com/fls/jp/index.html,info@fuji-ko.com
Tochigi,Takazaki,Chuo Institute of Information Accounting Takasaki Japanese Language Course,4・10,"13-2 Sakae-cho, Takasaki-shi, Gunma 370-0841",+81-27-324-8511,http://www.chuo.ac.jp/nihongo/,kokusai@chuo.ac.jp
Tochigi,Tochigi,Kogakuin Institute,4・7・10・1,"1-5, Dai-cho, Tochigi-shi, Tochigi 328-0071",+81-282-22-5550,http://www.kogakuin.info,kogakuin@cc9.ne.jp
Ibaraki,Hitachi,Ibaraki International Language Institute,4・7・10・1,"2-44-10 HigashiNamekawa-cho, Hitachi-shi, Ibaraki 317-0052",+81-294-21-5931,http://www.jsdi.or.jp/~nihongo,nihongo@jsdi.or.jp
Ibaraki,Toride,Japanese Language School Tsukuba Smile,4・10,"〒302-0034 1142,TOGASHIRA,TORIDE-CITY,IBARAKI",+81-297-78-1192,http://www.tsukuba-smile.jp/,-
Ibaraki,Toride,International Academy Japanese Language Institute Torideschool,4・10,"3-2-29 Hakusan, Toride-shi, Ibaraki 302-0023",+81-297-77-4455,-,ksa_toride@yahoo.co.jp
Ibaraki,Toride,Tokai Gakuin Liberal Arts College,4・10,"1-22-14 Inodai, Toride-shi, Ibaraki 302-0015",+81-297-72-1000,http://www.tokaigakuin.ac.jp,nihongo@tokaigakuin.ac.jp
Yamanashi,Fuefuki,Fuji Language  and  Culture Academy,4・10,"2-74-26 Higashi-Asakayama-cho, Kita-ku, Sakai-shi, Osaka 591-8008",+81-55-262-7194,http://www.flca.jp,info@flca.jp
Yamanashi,Kofu,Unitas Japanese Language School,4・1,"3-6-11, Marunouchi, Kofu-shi, Yamanashi 400-0031",+81-55-233-3835,http://www.unitas-ej.com,japanese@unitas-ej.com
Aichi,Nagoya,Advance Academy of Japanese Language,4・7・10,"1-23 Kanda-machi, Chikusa-ku, Nagoya-shi, Aichi 464-0077",+81-52-725-7300,http://www.advanceaca.net,advance@krd.biglobe.ne.jp
Aichi,Nagoya,ARMS Japanese Language School,4・10,"2-7-23 Iseyama, Naka-ku, Nagoya-shi, Nagoya 460-0026",+81-52-324-7818,nihongo@h-arms.com,nihongo@h-arms.com
Aichi,Nagoya,Trident College of Languages and Hotel,4・10,"4-1-11 Meieki, Nakamura-ku, Nagoya-shi, Aichi 450-0002",+81-52-582-1775,http://www.kawai-juku.ac.jp/j-lang/,nihongo@tc.kawai-juku.ac.jp
Aichi,Nagoya,Aika Foreign Language Academy,4・10,"2-9 Toyomaecho, Higashi-ku, Nagoya-shi, Aichi 461-0034",+81-52-932-5366,http://www.aika-s.jp,home@aika-s.jp
Aichi,Nagoya,International Communication Nagoya,4・10・1,"Dainagoya Bldg. 3F, 3-28-12 Meieki, Nakamura-ku, Nagoya-shi, Aichi 450-0002",+81-52-581-3370,http://www.icn.gr.jp,icn@icn.gr.jp
Aichi,Nagoya,Nagoya College of Foreign Languages,4,"5-24-4 Imaike, Chikusa-ku, Nagoya-shi, Aichi 464-0850",+81-52-732-4600,http://www.ncfl.ac.jp,welcome@ncfl.ac.jp
Aichi,Nagoya,Aichi International Academy,4・10,"1-30-3, Shinsakae, Naka-ku, Nagoya-shi, Aichi 460-0007",+81-52-262-3366,http://www.aiaso.gr.jp,school@aiaso.gr.jp
Aichi,Nagoya,"Nagoya College of Osteopathy, Social＆Child Welfare",4,"2-6-4 Marunouchi, Naka-ku, Nagoya-shi, Aichi 460-0002",+81-52-222-5631,http://www.nagoya-college.ac.jp/,-
Aichi,Nagoya,Nagoya SKY Japanese Language School,4・10,"2407, Daikanchou, Higashi-ku, Nagoya-shi, Aichi 461-0002",+81-52-935-3560,http://www.nagoya-sky.co.jp,info@nagoya-sky.co.jp
Aichi,Nagoya,Ecc Japanese Language Institute Nagoya School,4・7・10・1,"Kanayama building 3F, 1-16-16 Kanayama,Naka-ku, Nagoya, Aichi 460-0022",+81-52-339-2977,http://www.ecc-nihongo.com,nnihongo@ecc.co.jp
Aichi,Nagoya,Nagoya Management and Accounting College Japanese Course,4・10,"1-10-14 Takami, Chikusa-ku, Nagoya-shi, Aichi 464-0073",+81-52-734-6647,http://www.meikei-net.ac.jp,iso@meikei-net.ac.jp
Aichi,Nagoya,Kamiyama Gakuin Japanese Language School,4・10,"4-16-29 Sakae, Naka-ku, Nagoya-shi, Aichi 460-0008",+81-52-242-0979,http://www.chuto.co.jp/school/,school@chuto.co.jp
Aichi,Nagoya,Nagoya Fukutoku Japanese Academy,4・10,"4-27-9 Koonjicho, Kita-ku, Nagoya-shi, Aichi 462-0053",+81-52-710-1357,http://www.nfng.jp,info@nfng.jp
Aichi,Nagoya,Institute for Japanese Studies Nagoya Gakuin University,4・9,"1-25 Atsuta-nishi, Atsuta-ku, Nagoya-shi, Aichi 456-0036",+81-52-678-4093,http://www.ngu.jp/faculty/university/ryugakusei/index.html,-
Aichi,Nagoya,Nagoya International School of Japanese Lan-guage,4・10,"3-6 Hazama, Showa-ku, Nagoya-shi, Aichi 466-0062",+81-52-735-6669,http://www.nagoyais.com,school@nagoyais.com
Aichi,Nagoya,MEIHO LANGUAGE ACADEMY,4・10,"22-12 Sanban-cho, Atsuta-ku, Nagoya-shi, Nagoya 456-0056",+81-52-304-8855,http://www.meiho-la.com,info@meiho-la.com
Aichi,Nagoya,North River Japanese Language School,4・7・10,"2-8-3 Hataedori, Nakamura-ku, Nagoya-shi, Aichi 453-0851",+81-52-485-3757,http://www.nrs-ac.jp,northriver@snow.odn.ne.jp
Aichi,Nagoya,The Nagoya YWCA School of Japanese Language,4・10,"2-3 Shinsakae-machi, Naka-ku, Nagoya-shi, Aichi 460-0004",+81-52-951-5527,http://www.nagoya-ywca.or.jp,nywcajl@poplar.ocn.ne.jp
Aichi,Nagoya,"Nanzan University, Center for Japanese Studies",1・9,"18 Yamazato-cho, Syowa-ku, Nagoya-shi, Aichi 466-8673",+81-52-832-3123,http://www.nanzan-u.ac.jp/index.html,-
Aichi,Okazaki,Aichi Sangyo University International Student Office,4,"12-5 Harayama, Okacho, Okazakishi, 444-0005",+81-564-48-4511,http://asu-g.net/univ/,bekka@asu.ac.jp
Aichi,Okazaki,Yamasa Cultural Language Institute,4・10,"1-2-1 Hane higashi-cho, Okazaki-shi, Aichi 444-8691",+81-564-55-8111,http://www.yamasa.org/acjs,info@yamasa.org
Aichi,Inuyama,Nagoya Academy of Education,4・10,"77-12 Nishikoken, Inuyama-aza, Inuyama-shi, Aichi 484-0085",+81-568-62-6800,http://www.fftt.biz/nihongo,nihongo@fftt.biz
Aichi,Komaki,KLS Nagoya Japanese Language Academy,4・10,"607-8 Kita-toyama, Komaki-shi, Aichi 485-0023",+81-568-77-1118,-,klsnihongogakuin@kxb.biglobe.ne.jp
Aichi,Tsushima,Nakanihon foreign language school,4・10,"24-2 Kotobuki-Cho, Tsushima-Shi, Aichi-Ken,496-0829",+81-567-55-9558,http://www.nfls.jp/,mail@nfls.jp
Aichi,Shinshiro,Koubun International Japanese Language School,4・10,"7 Aza, Kamikaitsu, Oono, Shinshiro-shi, Aichi 441-1615",+81-536-32-1168,http://www.koubun-int.jp,ha_kajimura@aiden-jp.com
Aichi,Nisshin,Aichi Gakuin University Japanese Language Course for Foreign Students,4,"2 Araike, Iwasaki-cho, Nisshin 470-0195",+81-561-73-1111,http://www.agu.ac.jp/about/index.html,-
Aichi,Nisshin,Nagoya University of Foreign Studies Japanese Language Institute,3・9,"57 Takenoyama, Iwasaki-cho, Nisshin-shi, Aichi 470-0131",+81-561-75-1756,http://www.nufs.ac.jp/faculties/japanese_institute/index.html,-
Aichi,Aichi,Aichi Shukutoku University Center for Japanese Language and Culture,9,"9, Nagakute Katahira, Nagakute-cho, Aichi-gun, Aichi Prefecture, 480-1197",+81-561-63-7737,http://www.aasa.ac.jp/guidance/index.html,-
Gifu,Gifu,International Study Institute Chukyo,4・10・1,"2-62 Chayashinden, Gifu-shi, Gifu 501-6135",+81-58-270-0515,http://www.isi-education.com,isichukyo@isi-education.com
Gifu,Gifu,ToBuCo Specialized Training Colleges,4・10,"1-20 Fukiagecho, Gifu-shi, Gifu 500-8326",+81-58-253-5888,tp://www.tobuco.ac.jp,tobuco@he.mirai.ne.jp
Gifu,Gifu,HOTSUMA INTERNATIONAL SCHOOL,4・10,"4-20-12 Usaminami, Gifu-shi, Gifu-Ken 500-8367",+81-58-276-3376,http://www.hotsuma-group.com,fo@hotsuma-group.com
Gifu,Ogaki,Gifu Keizai University,4,"5-50 Kitagata-cho Ogaki-shi, Gifu Prefecture, Japan 503-8550",+81-584-77-3511,http://www.gifu-keizai.ac.jp/academics/foreign_student/index.html,nyuushi@gifu-keizai.ac.jp
Gifu,Seki,Chubu Gakuin University ＆ College,4,"2-1 Kirigaoka, Seki-shi, Gifu 501-3993",+81-575-24-2211,http://www.chubu-gu.ac.jp/index.html,-
Gifu,Nakatugawa,Chukyo Gakuin University,4・9,"1-104 Sendanbayashi, Nakatugawa-shi, Gifu 509-9195",+81-573-66-3121,http://www.chukyogakuin-u.ac.jp/,-
Gifu,Hashima,Liberty International School,4・10,"5-14 Hirakata, Fukuju-cho, Hashima-shi, Gifu 501-6257",+81-58-397-0330,http://www.anschool.net/,anlan@wb3.so-net.ne.jp
Gifu,Mizuho,Asahi University Japanese Language and Culture Course,4・9,"1851 Hozumi, Mizuho-city,Gif prefecture 501-0296",+81-58-329-1088,http://www.asahi-u.ac.jp/,nyuusi@alice.asahi-u.ac.jp
Gifu,Motosu,Subaru Language School,4・7・10,"1963, Kamimakuwa, Motosu shi, Gifu 501-0461",+81-58-260-9001,http://www.nihongo-subaru.com/,info@nihongo-subaru.com
Gifu,Kamo,NAKANIHON AUTOMOTIVE COLLEGE,4・9,"1301 Fukagaya Sakahogi-cho, Kamogun, Gifu 505-0077",+81-574-26-7121,http://www.nakanihon.ac.jp/index.html,-
Shizuoka,Shizuoka,International Language Institute,4・10,"3-2-28 Yahata, Suruga-ku, Shizuoka-shi, Shizuoka 422-8076",+81-54-284-8383,http://kotoba.ac.jp,info@kotoba.ac.jp
Shizuoka,Shizuoka,izuoka Japanese Education Center,4・10,"11-6 Yokota-cho, Shizuoka-shi, Shizuoka 420-0835",+81-54-251-5211,http://www18.ocn.ne.jp/~nicyuu/,nihongo_sjec@river.ocn.ne.jp
Shizuoka,Shizuoka,Shizuoka International School,4・10,"3-47-3 Sena, Aoi-ku, Shizuoka-shi, Shizuoka 420-0911",+81-54-262-1120,http://www.sins.co.jp,sinss@sins.co.jp
Shizuoka,Hamamatsu,Lles Language Institute,4・10,"15-10 Shimoikegawa-cho, Hamamatsu-shi, Shizuoka 430-0905",+81-53-473-5437,-,-
Shizuoka,Hamamatsu,OISCA COLLEGE FOR GLOBAL COOPERATION,4・10,"5815 Wajicho, Hamamatsu-shi, Shizuoka 431-1115",+81-53-486-5770,http://www.oisca.ac.jp,sengaku@oisca.ac.jp
Shizuoka,Fujinomiya,A.C.C. International Culture College,4・10,"10-9 Omiya-cho, Fujinomiya-shi, Shizuoka 418-0066",+81-544-24-8828,http://www2.tokai.or.jp/acc/,acc.college@tokai.or.jp
Shizuoka,Fuji,FUJI TOKOHA UNIVERSITY,4,"325 Obuchi, Fuji-shi, Shizuoka 417-0801",+81-545-36-1133,http://www.fuji-tokoha-u.ac.jp/info/NOD92/1150.html,-
Shizuoka,Fukuroi,Shizuoka International Language School,4・10,"2331-1 Moroi, Fukuroi-shi, Shizuoka 437-1121",+81-538-23-7788,http://www4.tokai.or.jp/sils/,sils@ai.tnc.ne.jp
Niigata,Niigata,"Airline, International and Resort College",4・10,"790 Sanban-cho, Nishibori-dori, Chuo-ku, Niigata-shi, Niigata 951-8061",+81-25-227-6335,http://www.nsg.gr.jp/air/japanese/,kokusai-bu@nsg.gr.jp
Ishikawa,Kanazawa,Alice International College,4・10,"8-50 Enkoji Honmachi, Kanazawa-shi, Ishikawa 921-8176",+81-76-280-1001,http://www.alice.ac.jp,info@alice.ac.jp
Ishikawa,Kanazawa,Hokuriku University Japanese Language Course for International Students,4,"1-1 Taiyogaoka, Kanazawa-shi, 920-1180",+81-76-229-2626,http://www.hokuriku-u.ac.jp/jlc/index.html,-
Ishikawa,Hakusan,Kinjo College,,"1200 Kasama-machi, Hakusan-shi, Ishikawa 924-8511",+81-76-276-4411,http://www.kinjo.ac.jp/ku/outline/abroad.html,kinjo@kinjo.ac.jp
Nagano,Nagano,Ngano Heiseigakuen Japanese Language Course,4・10,"1-31ARCS, Nagano-shi, Nagano 380-0918",+81-26-224-8383,http://www.heisei.ac.jp/nihongoka/,takizawa@heisei.ac.jp
Nagano,Nagano,Nagano 21 Japanese Language School,4・10,"1318 Hara, Kawanakajima, Nagano-shi, Nagano 381-2224",+81-26-283-5435,http://www4.ocn.ne.jp/~nagano21/,21j@nitp.or.jp
Nagano,Matsumoto,Marunouchi College of Business,4・10,"Josei 1-3-30, Matsumoto-shi, Nagano 390-0875",+81-263-32-5589,http://www.marubi.ac.jp,office@marubi.ac.jp
Nagano,Ueda,MANABI Japanese Language Institute,4・7・10・1,"Hotei Bldg. 6F, 1-11-7 Kotobashi, Sumida-ku, Tokyo 130-0022",+81-3-5624-5999,http://www.manabi.co.jp,info-tokyo@manabi.co.jp
Nagano,Ueda,Nagano Language College,4・10,"3-5-18 Chuo, Ueda-shi, Nagano 386-0012",+81-268-23-7220,http://www.isi.ac.jp,nlc@isi.ac.jp
Nagano,Suwa,Nagano International Culture College,4・7・10・1,"445-2 Toyoda, Suwa-shi, Nagano 392-0016",+81-266-53-8155,http://www.nicc-nagano.jp/,info@nicc-nagano.jp
Toyama,Toyama,Toyama International Academy,4・10,"4-22 Shimoshin-machi, Toyama-shi, Toyama 930-0804",+81-76-441-9360,http://www.h2.dion.ne.jp/~toyamaia,toyamaia@h6.dion.ne.jp
Toyama,Imizu,Toyama College Of Business and Information Technology,4・10,"576 Sanga, Imizu-shi, Toyama 939-0341",+81-766-55-1420,http://www.bit.urayama.ac.jp,bit@te.urayama.ac.jp
Mie,Tsu,Mie Japanese Language Institute,4・10,"5-21 Marunouchiyoseicho, Tsu-shi, mie 514-0036",+81-59-227-8222,http://mienihongo.com,nu3kitaro@nifty.com
Mie,Suzuka,MIEBUNKA JAPANESE LANGUAGE SCHOOL,4・10,"10-15 Shirokoekimae, Suzuka-shi, Mie 510-0241",+81-59-388-4488,-,-
Mie,Yokkaichi,Yokkaichi Japanese Language School,4・10,"7-3 Nishimachi, Yokkaichi-shi, Mie 510-0089",+81-59-352-1751,-,yjls@cty-net.ne.jp
Osaka,Osaka,Bunrin Institute (Department of the Japanese Language),4・10,"1-5-20 Oji-cho, Abeno-ku, Osaka-shi, 545-0023",+81-6-6627-2526,http://www.nagata-g.co.jp/bunrin/,bunrin@par.odn.ne.jp
Osaka,Osaka,"Ehle Network Communication College, Japanese Language School",4・10,"3-8-17 Namba-Naka, Naniwa-ku, Osaka-shi, Osaka 556-0011",+81-6-6647-0018,http://www.ehle.ac.jp/jls/english/index.html,http://www.ehle.ac.jp/mail_form/jls_inquiry_eng.html
Osaka,Osaka,Ashiya Kokusai Gakuin,4・10,"1-7-1 Terada-cho, Tennoji-ku, Osaka-shi, Osaka 543-0045",+81-6-6770-2857,-,ashiyakokusai@kansai.email.ne.jp
Osaka,Osaka,International Japanese Language School,4・10,"3-6-21 Bainan, Nishinari-ku, Osaka-shi, Osaka 557-0033",+81-6-6651-2122,http://nihongo.sakura.ne.jp,info@nihongo.sakura.ne.jp
Osaka,Osaka,ECC Kokusai College of Foreign Languages Japanese Course,4・10,"2-1-6 Nakazaki-nishi, Kita-ku, Osaka-shi, Osaka 530-0015",+81-6-6311-1448,http://www.ecc.ac.jp/japan/,nihongo@ecc.co.jp
Osaka,Osaka,"Seifu Institute of Information Technology, Iseifu Japanese Language School",4・10,"1-6-3 Maruyamadouri, Abeno-ku, Osaka-shi, Osaka 545-0042",+81-6-6657-2369,http://www.i-seifu.jp,language@i-seifu.jp
Osaka,Osaka,Meric Japanese Language School,4・10,"Meric Bldg., 1-10-6 Nipponbashi-higashi, Naniwa-ku, Osaka-shi, Osaka 556-0006",+81-6-6646-0330,http://www.meric.co.jp/,jp@meric.co.jp
Osaka,Osaka,ARC Academy Osaka School,4・7・10・1,"1-2-25 Nihonbashi-nishi, Naniwa-ku, Osaka-shi, Osaka 556-0004",+81-6-6635-1735,http://jp.arc-academy.net/,osaka@arc-academy.co.jp
Osaka,Osaka,Human Academy Japanese Language School Osaka,4・7・10・1,"Midosuji MID Bldg. 9F, 4-3-2 Minamisenba, Chuo-ku, Osaka-shi, Osaka 542-0081",+81-6-6282-6098,http://hajl.athuman.com,ojp22@athuman.com
Osaka,Osaka,Japan-China Language Academy,7・10・1,"Marusan Bidg., 2-2-26 Tenjinbashikita, Kita-ku, Osaka-shi, 530-0041",+81-6-6353-2442,http://www.jclc.jp,nicchu-jp@jclc.jp
Osaka,Osaka,Japanese Communication International Education School,4・7・10,"1-1-3 Itachibori, Nishi-ku, Osaka-shi, Osaka 550-0012",+81-6-6532-7480,http://jcom-ies.co.jp/,info@jcom-ies.co.jp
Osaka,Osaka,Kansai College of Business  and  Languages Dept. of Japanese Studies,4・10,"2-9-36 Matsuzaki-cho, Abeno-ku, Osaka-shi, Osaka 545-0053",+81-6-6621-8115,http://www.tg-group.ac.jp/nihongo/,nihongo@tg-group.ac.jp
Osaka,Osaka,Kansai Kokusai Gakuin,4・10,"6F, 11-7 Higashikouzu-cho, Tennoji-ku, Osaka-shi, Osaka 543-0021",+81-6-6764-0102,http://kkg.comto.net/index-eng.html,kkg@comto.net
Osaka,Osaka,Nihon Riko-Jyoho Institute of Science and Engineering,4・10,"1-1-25 Osumi, Higashi-yodogawa-ku, Osaka-shi, Osaka 533-0015",+81-6-6329-6553,http://www.kamei.ac.jp,info@kamei.ac.jp
Osaka,Osaka,Nissei Nihongo Gakuen,4・10,"4-15-26 Tatsumi-kita, Ikuno-ku, Osaka-shi, Osaka 544-0004",+81-6-6757-4669,http://nissei.ac/,info@nissei.ac
Osaka,Osaka,One Purpose International Academy,4・10,"3-6-18 Daito-cho, Miyakojima-ku, Osaka-shi, Osaka 543-0002",+81-6-6921-0055,http://www.one-purpose.co.jp,info@one-purpose.co.jp
Osaka,Osaka,Osaka College of Foreign Languages,,"2-3-10 Otedori, Chuo-ku, Osaka-shi, Osaka 540-0021",+81-6-6944-1061,http://www.osakagaigo.ac.jp/,-
Osaka,Osaka,Osaka College of High Technology,4・10,"1-2-43 Miyahara, Yodogawa-ku, Osaka-shi, Osaka 532-0003",+81-6-6392-8119,http://www.osaka-hightech.ac.jp,jpn@osaka-hightech.ac.jp
Osaka,Osaka,Osaka International Language Institute,4・10,"1-29-2 Nishi-Kujo, Konohana-ku, Osaka-shi, Osaka 554-0012",+81-6-6463-3956,http://www.inter-edu.co.jp/,i-edu@leto.eonet.ne.jp
Osaka,Osaka,Osaka International School of Culture and Language,4・7・10,"2-11-12 Doshin, Kita-ku, Osaka-shi, Osaka 530-0035",+81-6-6882-1435,http://www.415931.com,bunka@415931.com
Osaka,Osaka,Osaka Japanese Language Education Center Japan Student Services Organization,4・10,"8-3-13 Uehonmachi, Tennoji-ku, Osaka-shi, Osaka 543-0001",+81-6-6774-0033,http://www.jasso.go.jp/objec/indx.html,info-oskn@jasso.go.jp
Osaka,Osaka,Osaka Minami Japanese Language School,4・10,"5-2-38 Kire, Hirano-ku, Osaka-shi, Osaka 547-0027",+81-6-4306-4000,http://www.osaka-minami.com/,info@osaka-minami.com
Osaka,Osaka,Osaka YMCA Gakuin,4・7・1,"1-3 Ikutamatera-machi, Tennoji-ku, Osaka-shi, Osaka 543-0073",+81-6-6779-8364,http://www.osakaymca-jls.org,info-jp@osakaymca.or.jp
Osaka,Osaka,Osaka YMCA International College,4・10,"1-5-6 Tosabori, Nishi-ku, Osaka-shi, Osaka 550-0001",+81-6-6441-9068,http://www.osk-ymca-intl.ed.jp/nihongo/index.html,tosabori-nihongo@osakaymca.or.jp
Osaka,Osaka,Osaka YWCA College,4・10,"11-12 Kamiyama-cho, Kita-ku, Osaka-shi, Osaka 530-0026",+81-6-6361-2955,http://osaka.ywca.or.jp/college/,college@osaka.ywca.or.jp
Osaka,Osaka,Umikaze Academy of Japanese,4・10,"1-5-7 Nakagawa-nishi, Ikuno-ku, Osaka-shi, Osaka 544-0032",+81-6-6717-7705,http://www.asia-house.jp/,ikuno-npo@asia-house.jp
Osaka,Osaka,Clover Language Institute,4・10,"Shinmachi Bldg. 4F, 1-2-13 Shinmachi, Nishi-ku, Osaka-shi, 550-0013",+81-6-6533-3072,http://www.clover-li.co.jp,info@clover-li.co.jp
Osaka,Osaka,Shin-Osaka Preparatory School Japanese Language Course,4・10,"4-11-6 Higashi-nakajima, Higashi-yodogawa-ku, Osaka-shi, Osaka 533-0033",+81-6-6323-0155,http://www.sofli.ac.jp/index.html,info@sofli.ac.jp
Osaka,Sakai,Osaka Japanese Language School,4・10,"2-74-26 Higashi-Asakayama-cho, Kita-ku, Sakai-shi, Osaka-fu, Osaka 591-8008",+81-72-251-2139,http://www.geocities.jp/osakajls/,osakajls@ybb.ne.jp
Osaka,Sakai,Daiwa Academy,4・10,"3-2-6 Nishi, Kumano-cho, Sakai-ku, Sakai-shi, Osaka 590-0947",+81-72-224-3554,http://www.daiwa-ac.jp/,info@daiwa-ac.jp
Osaka,Sakai,Shin-A International Language School,4・7・10,"1-1-6 Enomotomachi, Sakai-ku, Sakai-shi, Osaka 590-0027",+81-72-232-5166,http://www.shin-a-ils.com,shin-a.school@world.ocn.ne.jp
Osaka,Hirakata,Osaka International University School of Japanese Studies for Foreign Students,,"3-50-1 Sugi, Hirakata-shi, Osaka-fu, Osaka 573-0117",+81-72-858-9848,http://www.oiu.ac.jp/english/index.html,iec@oiu.ac.jp
Osaka,Higashiosaka,Kinki University Japanese Language Course,,"3-4-1 Kowakae, Higashiosaka-shi, Osaka, 577-8502",+81-6-6721-2332,http://www.kindai.ac.jp/kokusai/en/,isc@itp.kindai.ac.jp
Kyoto,Kyoto,Academy of Kansai Language School,4・10,"39-12 Shimokawagara-cho, Fukakusa, Fushimi-ku, Kyoto-shi, Kyoto 612-8401",+81-75-644-2005,http://www.kansaigogen.ac.jp,info@kansaigogen.ac.jp
Kyoto,Kyoto,"The Kyoto Center for Japanese Linguistic Studies, Kyoto Japanese Language School",4・10,"394-2 Higashihinotono-machi, Higashi-hairu, Ichijyodorishin-machi, Kamigyo-ku, Kyoto-shi, Kyoto 602-0917",+81-75-414-0449,http://www.kjls.or.jp/,office@kjls.or.jp
Kyoto,Kyoto,Doshisha University Center for Japanese Language and Culture the Intensive Japanese,4・9,"Imadegawadori, Jyokyo-ku, Kyoto-shi, Kyoto 602-0047",+81-75-251-3257,http://iie.doshisha.ac.jp/,ji-iie@mail.doshisha.ac.jp
Kyoto,Kyoto,Kyoto Minsai Japanese Language School,4・7・10,"69 Oiricho, Nishi-kyougoku kita, Ukyo-ku, Kyoto-shi, Kyoto 615-0881",+81-75-316-0190,http://www.kyotominsai.co.jp,office@kyotominsai.co.jp
Kyoto,Kyoto,Kyoto International Academy,4・7・10,"627-1 Kitamachi, Imadegawa-agaru, Onmaedori, Kamigyo-ku, Kyoto-shi, Kyoto 602-8392",+81-75-466-4881,http://www.kia-ac.jp,info@kia-ac.jp
Kyoto,Kyoto,Kyoto Reigaku International Academy,4・10,"513 Kamiitabashicho, Fushimi-ku, Kyoto-shi, Kyoto 612-8316",+81-75-602-0339,http://reigaku.jp,info@reigaku.jp
Kyoto,Kyoto,JCL Foreign Language School,4・10,"6-4 Fukakusa Nishiura-cho, Fushimi-ku, Kyoto-shi, Kyoto 612-0029",+81-75-644-1717,http://www.group-jcl.com,info@group-jcl.com
Kyoto,Kyoto,Kyoto Institute of Culture and Language,4・10,"21 Kamihatecho, Kitashirakawa, Sakyo-ku, Kyoto-shi, Kyoto 606-8252",+81-75-722-5066,http://www.kicl.ac.jp,kicl@kca.kyoto-art.ac.jp
Kyoto,Kyoto,Kyoto School of Computer Science Kamogawa Campus Kyoto Japanese Language Training Center,4・10,"11 Tanakashimoyanagi-machi, Sakyo-ku, Kyoto-shi, Kyoto 606-0804",+81-75-751-0555,http://www.kcg.ac.jp/KJLTC/j/index-j.htm,kjltc@kcg.ac.jp.
Kyoto,Kyoto,Kyoto University of Foreign Studies The Course in Japanese Studies for Overseas Students,,"6 Kasamecho, Nishiin, Ukyo-ku, Kyoto-shi, Kyoto 615-8558",+81-75-322-6043,http://www.kufs.ac.jp/,oips@kufs.ac.jp
Kyoto,Kyoto,Kyoto YMCA College Japanese Course,4・10,"2 Nakano-cho, Higashi-hairu, Yanaginobanba, 3-Jyo doori, Nakagyou-ku, Kyoto-shi, Kyoto, 604-8083",+81-75-255-3287,http://www.kyotoymca.or.jp/language/japanese/,education@kyotoymca.or.jp
Kyoto,Kyoto,ARC Academy KYOTO,4,"349 Gokuishi-cho, Karasuma-Nishiiru, Manjuji-dori, Shimogyo-ku, Kyoto 600-8429",+81-75-353-7566,http://jp.arc-academy.net/,kyoto@arc-academy.co.jp
Kyoto,Kyoto,Nihongo Center,4・10,"356 Tominaga-cho, Bukkoji-kudaru, Kawaramachi-dori, Shimogyo-ku, Kyoto-shi, Kyoto 600-8023",+81-75-344-3776,http://www.nihongo-center.com,info@nihongo-center.com
Kyoto,Kyoto,Ryukoku University Japanese Culture and Language Program,,"67 Tsukamotocho, Fukakusa, Fushimi-ku, Kyoto-shi, Kyoto 612-8577",+81-75-645-7898,http://www.ryukoku.ac.jp/english2/index.php,ric@ad.ryukoku.ac.jp
Kyoto,Kyoto,International Culture Center,4・10,"84 Shimouchigawara-cho, Koyama, Kita-ku, Kyoto-shi, Kyoto 603-8132",+81-75-492-8208,http://www13.plala.or.jp/ICC/,icc@zpost.plala.or.jp
Hyogo,Nishinomiya,Ashiya Kokusai Gakuin Kobe,4・10,"6-20 Tateishi-cho, Nishinomiya-shi, Hyogo 662-0943",+81-798-22-7135,,ashiyakokusai@kansai.email.ne.jp
Hyogo,Amagasaki,Osaka Education College,4・10,"661-0033 6-23, 3-chome, minamimukonosou, Amagasaki-shi, Hyogo",+81-06-4962-3570,http://www.oec-j.com/,info@oec-j.com
Hyogo,Amagasaki,Amagasaki International Japanese Language School,4・10,"2-1-2-205 Minami-Tsukaguchi-cho, Amagasaki-shi, Hyogo 661-0012",+81-6-6426-2311,http://www.nisshinkyo.org/MemberHome/B451.html,kokusain@x.age.ne.jp
Hyogo,Amagasaki,International College of Kobe-East,4・7・10・1,"1-9-8 Kuguchi, Amagasaki-shi, Hyogo 661-0977",+81-6-6499-8334,http://www.ickejp.org/,info@ickejp.org
Hyogo,Kobe,Aristo Foreign Language School,4・10,"3-5-24 Mikawaguchi-cho, Hyogo-ku, Kobe-shi, Hyogo 652-0815",+81-78-578-8882,http://www.arist-f.com/index2.html,postmaster@arist-f.com
Hyogo,Kobe,Kobe Toyo Japanese College,4・10,"110-2 Ito-machi, Chuo-ku, Kobe-shi, Hyogo 650-0032",+81-78-333-1127,http://www.jp-college.com,kobetoyo@jp-college.com
